id,lat,lng,coord_source,coord_precision,name,province
ข3-88(2)-16/49รย,13.0019,101.13615,sibling,exact,บริษัท โกลว์ เอสพีพี 11 จำกัด,ระยอง
จ2-11(1)-1/64นฐ,13.9372,100.2115,sibling,exact,บริษัท โรงงานน้ำหวาน ส.วัฒนา จำกัด,นครปฐม
จ2-12(1)-5/64ชร,20.161938430322,99.791607856751,sibling,exact,บริษัท แม่จันไวเนอรี่ จำกัด,เชียงราย
จ2-14-1/66ลย,17.623651,101.704645,sibling,exact,-,เลย
จ2-20(1)-2/64สค,13.524416666667,100.1424,sibling,exact,บริษัท สยาม เบฟเวอเรจ จำกัด,สมุทรสาคร
จ2-23(1)-9/67สป,13.58154,100.70239,sibling,exact,บริษัท คิงส์ฟอร์ด (ประเทศไทย) จำกัด,สมุทรปราการ
จ2-25-1/68ปข,11.51663,99.61335,sibling,exact,บริษัท สหเซวา จำกัด,ประจวบคีรีขันธ์
จ2-52(4)-20/64อย,14.230583333333,100.71063333333,sibling,exact,บริษัท ไทย อิโนแอค คอมโพเน้นท์ จำกัด,พระนครศรีอยุธยา
จ2-52(4)-6/67สบ,14.663539252616,100.9435514487,sibling,exact,บริษัท แมกซ์เวลล์ เอ็นเตอร์ไพรส์ จำกัด,สระบุรี
จ2-58(1)-26/63มค,15.53642,103.18367,sibling,exact,ห้างหุ้นส่วนจำกัด ยิ่งเจริญก่อสร้างบุรีรัมย์,มหาสารคาม
จ2-6(1)-8/64สป,13.5785,100.56775,sibling,exact,-,สมุทรปราการ
จ2-6(3)-3/63สค,13.536237,100.19778,sibling,exact,บริษัท ไบโอเทค (ประเทศไทย) จำกัด,สมุทรสาคร
จ2-6(3)-9/64สค,13.56915,100.27014,sibling,exact,บริษัท เอสที ฟู้ด เซอร์วิส จำกัด,สมุทรสาคร
จ2-6(5)-2/66ภก,8.091124,98.344509,sibling,exact,ภูเก็ตแฮปปี้ฟู๊ด,ภูเก็ต
จ2-62-14/64ตก,16.85912,99.14091,sibling,exact,เรือนจำจังหวัดตาก,ตาก
จ2-63(2)-118/64สบ,14.63117,100.88801,sibling,exact,ห้างหุ้นส่วนจำกัด บี.เค.เม็ททอล ชีท(เฉลิมพระเกียรติ),สระบุรี
จ2-63(2)-140/64นว,15.34194,100.48946,sibling,exact,ช.เจริญโลหะการช่าง,นครสวรรค์
จ2-64(11)-6/64รบ,13.55293,99.58788,sibling,exact,บริษัท แวกซ์ กาเบ็จ รีไซเคิล เซ็นเตอร์ จำกัด,ราชบุรี
จ2-64(11)-8/64สบ,14.63171,100.75115,sibling,exact,ห้างหุ้นส่วนจำกัด เอส.พี.ที.เซอร์วิส,สระบุรี
จ2-64(13)-132/64สค,13.630016666667,100.36213333333,sibling,exact,ก.การช่าง,สมุทรสาคร
จ2-64(13)-164/64สบ,14.68204,100.85951,sibling,exact,บริษัท กรุงเทพแต่งแร่ จำกัด,สระบุรี
จ2-64(13)-209/64อย,14.323583333333,100.63051666667,sibling,exact,บริษัท ชินโปร (ไทยแลนด์) จำกัด,พระนครศรีอยุธยา
จ2-64(4)-2/64ปท,13.94025,100.71066666667,sibling,exact,บริษัท นิวเจนคอนเทนเนอร์เรนทอล จำกัด,ปทุมธานี
จ2-64(5)-6/64ชบ,12.72733,100.97783,sibling,exact,บริษัท ไทยมุ้ย คอร์ปอเรชั่น จำกัด (มหาชน),ชลบุรี
จ2-67(7)-7/64ชบ,13.47949,101.06156,sibling,exact,บริษัท ท๊อป โมลด์ จำกัด,ชลบุรี
จ2-71-5/64สป,13.605483333333,100.69413333333,sibling,exact,บริษัท เวิลด์เทค คอนซูเมอร์ โปรดักส์ จำ กัด,สมุทรปราการ
จ2-72-27/64นฐ,13.914949291757,100.25008031207,sibling,exact,บริษัท ต้าหมิง จำกัด,นครปฐม
จ2-77(1)-1/65สบ,14.663539252616,100.9435514487,sibling,exact,บริษัท แมกซ์เวลล์ เอ็นเตอร์ไพรส์ จำกัด,สระบุรี
จ2-77(1)-19/64นฐ,13.781737349435,100.17550108138,sibling,exact,บริษัท ชุมสิน แมชชีนเนอรี (ประเทศไทย) จำกัด,นครปฐม
จ2-77(2)-13/64ปท,14.005016666667,100.52088333333,sibling,exact,บริษัท เอ็น เอส ออโต้เทค จำกัด,ปทุมธานี
จ2-77(2)-49/64ฉช,13.62596,101.06213,sibling,exact,บริษัท โตโยโตโม จำกัด,ฉะเชิงเทรา
จ2-77(2)-55/64สป,13.623383333333,100.733,sibling,exact,บริษัท เอจีเอส ออโตพาร์ทส์ จำกัด,สมุทรปราการ
จ2-87(1)-3/64สค,13.61156,100.3688,sibling,exact,บริษัท เจ.เทค จำกัด,สมุทรสาคร
จ2-9(1)-27/64นว,15.7666,99.98756,sibling,exact,ห้างหุ้นส่วนจำกัด โรงสีไฟร่วมเสริมกิจ 34,นครสวรรค์
จ2-9(6)-20/64สก,13.76794,102.53098,sibling,exact,ลานมันเส้น,สระแก้ว
จ2-97-1/64สป,13.55445,100.71277,sibling,exact,บริษัท โกลบอล โค้ตติ้ง จำกัด,สมุทรปราการ
จ3-10(1)-2/64ขก,16.074179,102.724518,sibling,exact,บริษัท แกรนด์ อินเตอร์ ฟูดส์ จำกัด,ขอนแก่น
จ3-10(1)-3/66อย,14.418783333333,100.59926666667,sibling,exact,บริษัท โรงงาน เอ็นพี ออโต้พาร์ท จำกัด,พระนครศรีอยุธยา
จ3-10(2)-3/62กจ,13.97522,99.66433,sibling,exact,บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด,กาญจนบุรี
จ3-10(3)-11/60นม,14.95775,102.13261,sibling,exact,บริษัท เศรษฐีสาว จำกัด,นครราชสีมา
จ3-10(3)-9/64รบ,13.53028,99.63901,sibling,exact,บริษัท หงส์เต๋อ จำกัด,ราชบุรี
จ3-100(1)-4/59ชบ,13.063852,100.990072,sibling,exact,บริษัท ไทยคิวบิค เทคโนโลยี่ จำกัด,ชลบุรี
จ3-100(6)-1/61สป,13.612216666667,100.76765,sibling,exact,บริษัท เค.เอ็ม.เค.(ไทยแลนด์) จำกัด,สมุทรปราการ
จ3-11(6)-1/62กจ,13.976965968813,99.338727749869,sibling,exact,บริษัท อีทเวลล์ จำกัด,กาญจนบุรี
จ3-11(6)-2/64สพ,14.83652,99.76657,sibling,exact,บริษัท เฮลท์อินโนเทค จำกัด,สุพรรณบุรี
จ3-12(1)-2/68ชร,19.85776,99.736464,sibling,exact,บริษัท มารุเซ็น ฟู้ด (ประเทศไทย) จำกัด,เชียงราย
จ3-12(4)-1/57นม,14.64836,101.29292,sibling,exact,บริษัท พีแคน เดอลุกซ์ (ประเทศไทย) จำกัด,นครราชสีมา
จ3-13(2)-1/54นว,15.835395842841,100.60917995696,sibling,exact,บริษัท กรีนแคล(ประเทศไทย) จำกัด,นครสวรรค์
จ3-13(2)-10/63สค,13.51495,100.179,sibling,exact,บริษัท ศาลา สมุทรสาคร จำกัด,สมุทรสาคร
จ3-13(3)-1/64นฐ,14.162132459169,100.27822796789,sibling,exact,บริษัท สิงห์ เบเวอเรช จำกัด,นครปฐม
จ3-14-13/60มค,15.532474,103.19177,sibling,exact,ห้างหุ้นส่วนจำกัด แหลมทองพยัคฆ์ (1992),มหาสารคาม
จ3-14-26/64สส,13.37839,99.98475,sibling,exact,ห้างหุ้นส่วนจำกัด อุตสาหกรรมน้ำแข็ง สส.,สมุทรสงคราม
จ3-14-33/62สค,13.5273,100.2705,sibling,exact,บริษัท ซีรอเยลอาหารทะเล จำกัด,สมุทรสาคร
จ3-14-8/61พจ,16.11898,100.39666,sibling,exact,บริษัท ธาราทิพย์บางมูลนาก จำกัด,พิจิตร
จ3-15(1)-21/61สค,13.558403,100.30551,sibling,exact,บริษัท ไดเอทตี้ จำกัด,สมุทรสาคร
จ3-2(1)-11/60อบ,14.84405,105.11114,sibling,exact,โรงสีข้าวอุบลธัญกิจ,อุบลราชธานี
จ3-2(1)-21/59นม,15.08568,102.11294,sibling,exact,บริษัท โรงสีข้าวอึ้งจิ่นฮวดนครราชสีมา จำกัด,นครราชสีมา
จ3-2(1)-27/56ศก,15.104506,104.649231,sibling,exact,บริษัท โชคชัยไพบูลย์ จำกัด,ศรีสะเกษ
จ3-2(1)-9/67ศก,14.97645,104.36129,sibling,exact,บริษัท ไร่ทอง ออร์แกนิกส์ จำกัด,ศรีสะเกษ
จ3-2(5)-1/64สป,13.65835,100.57631666667,sibling,exact,บริษัท แคปปิตัล เทรดดิ้ง จำกัด,สมุทรปราการ
จ3-2(5)-1/65ปจ,14.05141,101.395022,sibling,exact,มูลนิธิโรงพยาบาลเจ้าพระยาอภัยภูเบศร ในพระอุปถัมภ์สมเด็จพระเจ้าภคินีเธอ เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี,ปราจีนบุรี
จ3-2(5)-11/57ชน,15.21172,100.06981,sibling,exact,ห้างหุ้นส่วนจำกัด โรงสีท่าแห สมบูรณ์ทรัพย์,ชัยนาท
จ3-2(5)-5/66สป,13.654033333333,100.56665,sibling,exact,บริษัท ทีเอสทีอี จำกัด (มหาชน),สมุทรปราการ
จ3-20(1)-15/67สห,14.81757,100.43243,sibling,exact,บริษัท ที.ซี.เค. อินเตอร์เนชัลแนล จำกัด,สิงห์บุรี
จ3-20(1)-22/65ชม,18.388229146373,98.680301884959,sibling,exact,บริษัท วารีเทพ สบเตี๊ยะ จำกัด,เชียงใหม่
จ3-20(1)-25/67ขก,15.944877617081,102.6779953477,sibling,exact,บริษัท ที.ซี.เค. อินเตอร์เนชันแนล จำกัด,ขอนแก่น
จ3-22(1)-1/62สค,13.640033333333,100.28048333333,sibling,exact,บริษัท ไหมพรมไทยการทอ จำกัด,สมุทรสาคร
จ3-22(1)-2/66สป,13.61815,100.53158333333,sibling,exact,บริษัท ไซแมกซ์ คอมโพซิท จำกัด,สมุทรปราการ
จ3-22(2)-1/68สค,13.57995,100.27583,sibling,exact,บริษัท ไทยประสิทธิ์เท็กซ์ไทล์ จำกัด,สมุทรสาคร
จ3-22(2)-10/62สค,13.62387,100.22982,sibling,exact,ณัฐพลเท็กซ์ไทล์,สมุทรสาคร
จ3-22(4)-1/60สค,13.575866666667,100.3336,sibling,exact,บริษัท เวียงเงิน จำกัด,สมุทรสาคร
จ3-22(4)-2/57สค,13.702016666667,100.29931666667,sibling,exact,บริษัท ศิลป์นัมเบอร์วัน 2014 จำกัด,สมุทรสาคร
จ3-26(1)-1/66สค,13.606166666667,100.0987,sibling,exact,บริษัท เอ็น ซี สปินนิ่ง จำกัด,สมุทรสาคร
จ3-27(3)-1/64ชบ,13.33533,101.126,sibling,exact,บริษัท ไทย นิสโชกุ จำกัด,ชลบุรี
จ3-28(1)-8/64นม,15.057255104128,102.39654949045,sibling,exact,บริษัท จินตนา อินเตอร์เทรด จำกัด,นครราชสีมา
จ3-3(3)-14/61อท,14.5857,100.3015,sibling,exact,สินนาวา,อ่างทอง
จ3-3(4)-74/61อต,17.64632373794,100.12810152153,sibling,exact,ท่าทรายชลิตดา,อุตรดิตถ์
จ3-32(1)-1/64สป,13.613733,100.661153,sibling,exact,บริษัท เดอะ เมค-อิท จำกัด,สมุทรปราการ
จ3-32(2)-2/66สพ,14.494266104858,100.19181595737,sibling,exact,บริษัท เวฟ โปรดักส์ จำกัด,สุพรรณบุรี
จ3-33-1/68ชบ,13.09967,100.96123,sibling,exact,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน),ชลบุรี
จ3-33-2/68ชบ,13.09967,100.96123,sibling,exact,บริษัท เพค อินดัสทรีส์ จำกัด,ชลบุรี
จ3-33-3/65นม,15.057255104128,102.39654949045,sibling,exact,บริษัท ดับเบิ้ลยูบีแอลพี จำกัด,นครราชสีมา
จ3-34(2)-137/57ชบ,13.47043,101.28219,sibling,exact,บริษัท วิชั่น กลาส แอนด์ ดอร์ อินดัสเทรียล จำกัด,ชลบุรี
จ3-34(2)-55/59ชบ,13.47043,101.28219,sibling,exact,บริษัท วิชั่น กลาส แอนด์ ดอร์ อินดัสเทรียล จำกัด,ชลบุรี
จ3-34(3)-1/61อด,17.44326,102.72858,sibling,exact,-,อุดรธานี
จ3-34(4)-42/61รย,12.752933333333,101.65835,sibling,exact,กรีนวู้ด 1993,ระยอง
จ3-34(4)-50/58ลบ,15.033474722735,100.57180136838,sibling,exact,บริษัท เอส.อาร์.2015 อินเตอร์เนชั่นแนล จำกัด,ลพบุรี
จ3-34(5)-1/58รบ,13.79437,99.92875,sibling,exact,ห้างหุ้นส่วนจำกัด พี.ดี.ไอ.แพ็คกิ้ง,ราชบุรี
จ3-36(1)-49/51รอ,15.65463,104.098291,sibling,exact,โรงงานประดิษฐ์กรรมไม้บ้านขุมเงิน,ร้อยเอ็ด
จ3-37-4/64สป,13.613733,100.661153,sibling,exact,บริษัท วูดแลนด์ ลีฟวิ่ง จำกัด,สมุทรปราการ
จ3-37-42/63สป,13.710883333333,100.73791666667,sibling,exact,บริษัท ไอ-แลนดาร์ช จำกัด,สมุทรปราการ
จ3-37-43/58ปท,13.975933333333,100.44493333333,sibling,exact,บริษัท เอมเมอรัลด์ เบดดิ้ง จำกัด,ปทุมธานี
จ3-37-49/60สป,13.620016666667,100.74796666667,sibling,exact,บริษัท ดีไซน์ ฟิลด์ แฟคตอรี่ จำกัด,สมุทรปราการ
จ3-37-6/66นฐ,13.79865,100.2452,sibling,exact,บริษัท เว็ลม่า เฟอร์นิเทค จำกัด,นครปฐม
จ3-37-72/54สค,13.714233333333,100.3148,sibling,exact,บริษัท ศรีนคร เฟอร์นิเจอร์ จำกัด,สมุทรสาคร
จ3-37-77/61ฉช,13.78109,101.06114,sibling,exact,บริษัท เอ็ม แอนด์ ที โพลีส์(ไต้หวัน) จำกัด,ฉะเชิงเทรา
จ3-39-10/57สค,13.56651,100.29307,sibling,exact,บริษัท โอ เอ็ม แพ็คเกจจิ้ง โซลูชั่น จำกัด,สมุทรสาคร
จ3-39-15/58ปท,13.97279,100.535,sibling,exact,บริษัท คร๊าฟท์คอนเทนเนอร์ จำกัด,ปทุมธานี
จ3-39-18/64สค,13.54345,100.16735,sibling,exact,บริษัท ธนทรัพย์ เปเปอร์ แอนด์ รีไซเคิล จำกัด,สมุทรสาคร
จ3-39-28/68นฐ,13.8904,100.28351666667,sibling,exact,ห้างหุ้นส่วนจำกัด สำนักพิมพ์ฟิสิกส์เซ็นเตอร์,นครปฐม
จ3-39-3/61สค,13.523333333333,100.18678333333,sibling,exact,บริษัท จูนอัน เปเปอร์ อินดัสทรี จำกัด,สมุทรสาคร
จ3-39-46/67ปท,14.125633333333,100.59683333333,sibling,exact,บริษัท ออล ควอลิตี้ แพกเกจจิ้ง จำกัด,ปทุมธานี
จ3-39-8/56สบ,14.67805,100.85192,sibling,exact,บริษัท ปูนซิเมนต์ไทย (ท่าหลวง) จำกัด,สระบุรี
จ3-4(5)-2/66นฐ,14.068866689117,99.993277006099,sibling,exact,สหกรณ์เครือข่ายโคเนื้อ จำกัด,นครปฐม
จ3-40(1)-5/60อย,14.2179,100.69003333333,sibling,exact,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,พระนครศรีอยุธยา
จ3-40(1)-9/54ชบ,13.28176407337,101.24118288604,sibling,exact,บริษัท รี เวสต์ แอนด์ เซอร์วิส จำกัด,ชลบุรี
จ3-41(1)-8/64สป,13.584616666667,100.62721666667,sibling,exact,บริษัท เอกรุ่งเรือง อินดัสเตรียล จำกัด,สมุทรปราการ
จ3-41(1)-8/65อย,14.321633333333,100.61343333333,sibling,exact,บริษัท โอสถสภา จำกัด (มหาชน),พระนครศรีอยุธยา
จ3-41(2)-1/63อย,14.320335,100.676338,sibling,exact,บริษัท ฟุรุยะ อินดัสตรีส์ (ประเทศไทย) จำกัด,พระนครศรีอยุธยา
จ3-41(2)-12/62ฉช,13.638648,101.116023,sibling,exact,บริษัท อาซาฮี เทค (ไทยแลนด์) จำกัด,ฉะเชิงเทรา
จ3-41(2)-14/61สป,13.571987,100.684121,sibling,exact,บริษัท บี.โอเค เอ็นจิเนี่ยริ่ง จำกัด,สมุทรปราการ
จ3-41(2)-15/56รย,12.92821,101.32218,sibling,exact,บริษัท คาวามาตะ อินโนเวชั่น (ประเทศไทย) จำกัด,ระยอง
จ3-41(2)-19/56ชบ,12.955015,100.997966,sibling,exact,บริษัท สุภาวุฒิ อินดัสทรี จำกัด,ชลบุรี
จ3-42(1)-10/62สค,13.5702,100.3569,sibling,exact,บริษัท พาวเวอร์อิ๊งค์โกลด์ เคมีคอล จำกัด,สมุทรสาคร
จ3-42(1)-8/64อย,14.329533,100.417903,sibling,exact,บริษัท ซาเดซ่า (ประเทศไทย) จำกัด,พระนครศรีอยุธยา
จ3-43(1)-14/64สพ,14.08785,99.83904,sibling,exact,บริษัท ซีโก้ ไฮ-ไบโอเทค จำกัด,สุพรรณบุรี
จ3-43(1)-33/57กจ,14.03527,99.69463,sibling,exact,บริษัท ส.สิฐสว่าง การเกษตร จำกัด,กาญจนบุรี
จ3-43(1)-37/57สก,13.78091,102.21181,sibling,exact,บริษัท อีเอสวิจัยและพัฒนา จำกัด,สระแก้ว
จ3-43(1)-38/57สก,13.78091,102.21181,sibling,exact,บริษัท อีเอสวิจัยและพัฒนา จำกัด,สระแก้ว
จ3-43(1)-45/57สก,13.77765,102.19866,sibling,exact,บริษัท เกษตรอุตสาหกรรม จำกัด,สระแก้ว
จ3-45(1)-2/61อย,14.24535,100.79275,sibling,exact,บริษัท ไลมอนด์อินเตอร์ อินดัสเทรียล จำกัด,พระนครศรีอยุธยา
จ3-45(1)-5/60สป,13.59635,100.8016,sibling,exact,บริษัท ทีโอเอ-ชินโต(ไทยแลนด์) จำกัด,สมุทรปราการ
จ3-45(3)-1/60สป,13.59635,100.8016,sibling,exact,บริษัท ทีโอเอ เพอฟอร์มมานซ์ โค๊ทติ้ง คอร์ปอเรชั่น จำกัด,สมุทรปราการ
จ3-45(3)-1/63สป,13.5963,100.8017,sibling,exact,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน),สมุทรปราการ
จ3-46(3)-3/57สป,13.5926,100.72258333333,sibling,exact,บริษัท ไมลอทท์ แลบบอราทอรีส์ จำกัด,สมุทรปราการ
จ3-46(3)-3/61นบ,14.03085,100.3124,sibling,exact,บริษัท เอสคิวไอ อินโนเวชั่น จำกัด,นนทบุรี
จ3-47(1)-2/65สป,13.61794,100.64703,sibling,exact,บริษัท วีเอส เคม (1970) จำกัด,สมุทรปราการ
จ3-47(1)-4/67สป,13.6389,100.77395,sibling,exact,บริษัท อินเตอร์เนชั่นแนล แลบบอราทอรีส์ จำกัด,สมุทรปราการ
จ3-47(1)-9/57นบ,14.03085,100.3124,sibling,exact,บริษัท เอสคิวไอ อินโนเวชั่น จำกัด,นนทบุรี
จ3-47(3)-12/59นฐ,13.7279,100.25068333333,sibling,exact,บริษัท เนอเชอร์แคร์ จำกัด,นครปฐม
จ3-47(3)-5/56สป,13.5926,100.72258333333,sibling,exact,บริษัท ไมลอทท์ แลบบอราทอรีส์ จำกัด,สมุทรปราการ
จ3-47(3)-7/63ปจ,14.049344,101.83074,sibling,exact,บริษัท ชวงชี นิว แมททีเรียล (ไทยแลนด์) จำกัด,ปราจีนบุรี
จ3-47(3)-9/62สป,13.62975,100.51763333333,sibling,exact,บริษัท สยาม ไบโอ โบทานิก้า จำกัด,สมุทรปราการ
จ3-48(2)-1/67นฐ,13.83323626713,100.06231766604,sibling,exact,บริษัท เซตต้า ฟาร์มา จำกัด,นครปฐม
จ3-48(3)-3/66สค,13.670671,100.297424,sibling,exact,บริษัท เหยี่ยนหยาง (ประเทศไทย) จำกัด,สมุทรสาคร
จ3-48(3)-6/57สบ,14.40064,100.91786,sibling,exact,บริษัท แซง-โกแบ็ง เวเบอร์ จำกัด,สระบุรี
จ3-5(5)-2/67นฐ,13.845746215158,100.05954038138,sibling,exact,บริษัท พีเอสเค ผลิตภัณฑ์นม จำกัด,นครปฐม
จ3-50(4)-2/58สป,13.60871667,100.5519833,sibling,exact,บริษัท สยามเฆมี จำกัด (มหาชน),สมุทรปราการ
จ3-50(4)-20/67ชม,18.098407,98.644322,sibling,exact,บริษัท บลูแลนด์ เอ็นจิเนียริ่ง จำกัด,เชียงใหม่
จ3-50(4)-22/54สป,13.60871667,100.5519833,sibling,exact,บริษัท เอสเอฟซี เอกเซลเล้นซ์ จำกัด,สมุทรปราการ
จ3-50(4)-38/67กจ,14.06996,99.78178,sibling,exact,บริษัท ท่ามะกาแอสฟัลท์ จำกัด,กาญจนบุรี
จ3-50(4)-52/59รย,12.79975,101.57611,sibling,exact,ห้างหุ้นส่วนจำกัด เมืองแกลงการโยธา,ระยอง
จ3-50(4)-64/64สพ,14.885878921575,100.00619837406,sibling,exact,ห้างหุ้นส่วนจำกัด ส.พงษ์พัฒนา 27,สุพรรณบุรี
จ3-50(4)-8/58ปท,13.971566,100.45085,sibling,exact,บริษัท ลีดเดอร์ส ปิโตรเลี่ยม จำกัด,ปทุมธานี
จ3-50(4)-81/59สบ,14.65401,100.79917,sibling,exact,บริษัท อีสเทิร์น แอสฟัลท์ จำกัด,สระบุรี
จ3-50(4)-89/59อด,17.687734001608,102.4730274757,sibling,exact,บริษัท ร็อคแล็บ ดีเวลอปเม้นท์ จำกัด,อุดรธานี
จ3-52(4)-12/59ชบ,13.331551,101.122364,sibling,exact,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,ชลบุรี
จ3-52(4)-14/57อย,14.22145,100.69561666667,sibling,exact,บริษัท สยามนวธาร จำกัด,พระนครศรีอยุธยา
จ3-52(4)-14/61ชบ,13.102648012453,101.15006503042,sibling,exact,บริษัท กานต์สินี รีไซเคิล จำกัด,ชลบุรี
จ3-52(4)-33/64นฐ,13.840942129117,100.01152001182,sibling,exact,บริษัท อาร์แอนด์ที (2018) จำกัด,นครปฐม
จ3-52(4)-4/67นฐ,14.068288575153,99.916761657135,sibling,exact,บริษัท หย่งเฉียง รับเบอร์ จำกัด,นครปฐม
จ3-53(1)-13/60รย,12.747,101.31825,sibling,exact,บริษัท เจนเนอรัล อินเตอร์เทรด จำกัด,ระยอง
จ3-53(1)-13/68ชบ,13.09967,100.96123,sibling,exact,บริษัท เพค อินดัสทรีส์ จำกัด,ชลบุรี
จ3-53(1)-14/65สค,13.63581,100.32732,sibling,exact,นายประเสริฐ อัศวเมฆี,สมุทรสาคร
จ3-53(1)-2/57ชบ,13.0865,101.02283,sibling,exact,บริษัท พลัส โฟม แพคเกจจิ้ง จำกัด,ชลบุรี
จ3-53(1)-37/57รย,12.855916666667,101.09313333333,sibling,exact,บริษัท พรีม่า โปร แพ็ค จำกัด,ระยอง
จ3-53(1)-38/67สป,13.582266666667,100.68568333333,sibling,exact,บริษัท เอินไท่ พลาสติก จำกัด,สมุทรปราการ
จ3-53(1)-47/59สค,13.60413,100.3351,sibling,exact,บริษัท ซันกิ ควอลิตี้ โปรดักส์ จำกัด,สมุทรสาคร
จ3-53(1)-48/67ชม,18.471519,98.782214,sibling,exact,บริษัท เกเบี้ยน โปรดักส์ แอนด์ ซัพพลาย จำกัด,เชียงใหม่
จ3-53(1)-55/56ชบ,13.065857595247,101.06037170092,sibling,exact,บริษัท ฟ้าจิน หัวช่วง เซอร์วิส จำกัด,ชลบุรี
จ3-53(1)-69/60ปท,14.037333333333,100.60721666667,sibling,exact,บริษัท สกาย-โดะ (ประเทศไทย) จำกัด,ปทุมธานี
จ3-53(1)-7/43สป,13.562816666667,100.68688333333,sibling,exact,บริษัท ไทยเหยียนผลิตภัณฑ์พลาสติก(กรุงเทพ) จำกัด,สมุทรปราการ
จ3-53(4)-13/65อย,14.321633333333,100.61343333333,sibling,exact,บริษัท โอสถสภา จำกัด (มหาชน),พระนครศรีอยุธยา
จ3-53(4)-14/65สฎ,9.320497,99.128345,sibling,exact,บริษัท นิว ไบโอดีเซล จำกัด,สุราษฎร์ธานี
จ3-53(4)-20/58รย,13.028866666667,101.103,sibling,exact,บริษัท ไทยอันเป่า ผลิตภัณฑ์กระดาษ จำกัด,ระยอง
จ3-53(4)-28/67สร,14.874687,103.554275,sibling,exact,บริษัท โชติพัฒน์ วอเตอร์ แอนด์ แบรนดิ้ง,สุรินทร์
จ3-53(4)-3/62ฉช,13.56336,100.92217,sibling,exact,บริษัท กิมไป๊ บอทเทิล จำกัด,ฉะเชิงเทรา
จ3-53(4)-3/67นว,15.684425057752,100.11460558444,sibling,exact,บริษัท เสริมสุข จำกัด (มหาชน),นครสวรรค์
จ3-53(4)-37/58สฎ,9.0526397459483,99.175248686115,sibling,exact,บริษัท เซ้าเทิร์น ร็อค จำกัด,สุราษฎร์ธานี
จ3-53(4)-4/64สค,13.632498,100.354385,sibling,exact,บริษัท เดอะวันแพคเกจจิ้ง จำกัด,สมุทรสาคร
จ3-53(4)-48/61สค,13.654083333333,100.24506666667,sibling,exact,โรงงานบรรจุภัณฑ์กระทุ่มแบน,สมุทรสาคร
จ3-53(4)-53/58นฐ,13.78562,100.25997,sibling,exact,ห้างหุ้นส่วนจำกัด เวิลด์คอนเทนเนอร์,นครปฐม
จ3-53(4)-57/60สค,13.622,100.25211,sibling,exact,บริษัท พีพีอี ปริ้นติ้ง แอนด์ แพคเกจจิ้ง จำกัด,สมุทรสาคร
จ3-53(5)-1/64สค,13.46672619,100.06682686,sibling,exact,บริษัท แอลวาย เอชพีวีซี 2025 ทีจี จำกัด,สมุทรสาคร
จ3-53(5)-1/67ชบ,13.33549411421,101.02346021567,sibling,exact,บริษัท เจี๋ยเซ่ง พลาสติก จำกัด,ชลบุรี
จ3-53(5)-104/56สค,13.5751,100.35413333333,sibling,exact,บริษัท ไทยเบสเน็ท แมนูแฟคเจอร์ จำกัด,สมุทรสาคร
จ3-53(5)-11/61ปจ,13.89437,101.56144,sibling,exact,บริษัท อาร์.ดี.แหล่ง กรีน เคมี จำกัด,ปราจีนบุรี
จ3-53(5)-13/66ฉช,13.60395,101.10644,sibling,exact,บริษัท เท็ก อินดัสตรี้ส์ จำกัด,ฉะเชิงเทรา
จ3-53(5)-28/61สค,13.5876,100.235621,sibling,exact,บริษัท ไท่ ทงด๋า พลาสติก จำกัด,สมุทรสาคร
จ3-53(5)-29/57สค,13.57,100.21465,sibling,exact,บริษัท ดุษณีพลาสติก 2494 จำกัด,สมุทรสาคร
จ3-53(5)-29/60สค,13.5219,100.24409,sibling,exact,บริษัท เจียลี่เทอ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,สมุทรสาคร
จ3-53(5)-3/59ชบ,13.437958298045,101.10620481279,sibling,exact,บริษัท ไทยเจริญพัฒนาการพิมพ์ จำกัด,ชลบุรี
จ3-53(5)-30/67สร,14.874687,103.554275,sibling,exact,บริษัท โชติพัฒน์ วอเตอร์ แอนด์ แบรนดิ้ง จำกัด,สุรินทร์
จ3-53(5)-32/65สค,13.5887,100.2462,sibling,exact,บริษัท เจียยี่ อินดัสทรี จำกัด,สมุทรสาคร
จ3-53(5)-32/67สห,14.97436,100.36908,sibling,exact,บริษัท เอชบีซี เทเลคอม จำกัด,สิงห์บุรี
จ3-53(5)-42/67นฐ,14.166733333333,100.25036666667,sibling,exact,บริษัท สหเบญจพัตร จำกัด,นครปฐม
จ3-53(5)-46/63ชบ,13.33583,101.08667,sibling,exact,บริษัท วินเทค พลาสติก แมชชีน จำกัด,ชลบุรี
จ3-53(5)-46/66รย,12.788466666667,101.18543333333,sibling,exact,บริษัท เทสโกเอ็นจิเนีย จำกัด,ระยอง
จ3-53(5)-48/62สค,13.62312657,100.25301918,sibling,exact,บริษัท ชวนไท่ เทรดดิ้ง จำกัด,สมุทรสาคร
