id,registration_display,fid,name,factory_type,province,district,sub_district,address_full,lat,lng,coord_source,last_seen_in_feed,absent_from_feed_as_of
3-4(3)-13/47ลบ,3-4(3)-13/47ลบ,"=""10160001325471""",บริษัท เบทาโกร สเปเชียลตี้ ฟู้ดส์ จำกัด,3,ลพบุรี,พัฒนานิคม,ช่องสาริกา,217 ม.1 ถ.สระบุรี-หล่มสัก,14.77563,100.92251,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-15/59ภก,3-4(3)-15/59ภก,"=""10830001525599""",บริษัท ครัวการบินกรุงเทพภูเก็ต จำกัด,3,ภูเก็ต,ถลาง,สาคู,"โฉนดที่ดินเลขที่ 54008, 57356 ม.1 ถ.เทพกระษัตรี-สนามบิน (ทางหลวงสาย 4026)",8.09557,98.31077,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-16/53พช,3-4(3)-16/53พช,"=""10670001625530""",บริษัท ฟู้ด ฟอร์ เดอะ เวิลด์ จำกัด,3,เพชรบูรณ์,บึงสามพัน,กันจุ,99/88 ม.4 ถ.นครสวรรค์-ชัยภูมิ,15.817,101.075,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-17/59ปท,3-4(3)-17/59ปท,"=""10130001725590""",บริษัท ดีว่า ฟู้ดส์ สยาม จำกัด,3,ปทุมธานี,ลำลูกกา,ลำไทร,22/22 ม.3,13.973,100.861,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-2/26,3-4(3)-2/26,"=""10100000225264""",ห้างหุ้นส่วนจำกัด ไส้กรอก ดี.ดี.ซอสเซส,3,กรุงเทพมหานคร,ประเวศ,ประเวศ,629 ถ.อ่อนนุช,13.7212,100.69378333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-2/29นม,3-4(3)-2/29นม,"=""10300000225294""",ห้างหุ้นส่วนจำกัด สามไทย (วิภา) นครราชสีมา,3,นครราชสีมา,เมืองนครราชสีมา,ในเมือง,"411,413,415 ถ.สุรนารี",14.97609,102.08889,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-2/46ลบ,3-4(3)-2/46ลบ,"=""10160000225466""",บริษัท อาหารเบทเทอร์ จำกัด,3,ลพบุรี,พัฒนานิคม,ช่องสาริกา,212 ม.1 ถ.พระพุทธบาท-เขาสูง,14.77555,100.92157,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-29/61ปท,3-4(3)-29/61ปท,"=""10130002925611""",บริษัท แอดวานซ์ มีท โปรดักส์ จำกัด,3,ปทุมธานี,คลองหลวง,คลองสอง,"โฉนดเลขที่ 28941,28942 ม.12 ซ.ไอยรา 5/5",14.079,100.642,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-3/22,3-4(3)-3/22,"=""10100000325221""",บริษัท สยามมีทโปรดักส์อุตสาหกรรม จำกัด,3,กรุงเทพมหานคร,วังทองหลาง,พลับพลา,60 ซ.ลาดพร้าว 94 ถ.ลาดพร้าว,13.780316666667,100.61118333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-3/46ลบ,3-4(3)-3/46ลบ,"=""10160000325464""",บริษัท เบทาโกร ไดนิปปอน เทคโนเอ็กซ์ จำกัด,3,ลพบุรี,พัฒนานิคม,ช่องสาริกา,214 ม.1 ถ.พระพุทธบาท-เขาสูง,14.77559,100.92157,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-3/59ปท,3-4(3)-3/59ปท,"=""10130000325590""",บริษัท อิออน (ไทยแลนด์) จำกัด,3,ปทุมธานี,ลำลูกกา,ลำลูกกา,35/1 ม.3 ซ.วัดลานนา ถ.ลำลูกกา,13.972,100.774,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-4/60สบ,3-4(3)-4/60สบ,"=""10190000425600""",บริษัท เฮ็ลธ์ฟู้ดส์ คอร์ปอเรชั่น จำกัด,3,สระบุรี,วังม่วง,แสลงพัน,66/66 ม.3 ถ.แสลงพัน-วังม่วง,14.745,101.116,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-4/63รบ,3-4(3)-4/63รบ,"=""10700087225630""",บริษัท ไทย ออซัม จำกัด,3,ราชบุรี,เมืองราชบุรี,หนองกลางนา,91 ม.1,13.593604,99.795761,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-5/50ปท,3-4(3)-5/50ปท,"=""10130000525504""",บริษัท อุตสาหกรรมแชมป์ จำกัด,3,ปทุมธานี,ลำลูกกา,ลำลูกกา,88/88 ม.5,13.93521,100.73523,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-5/52ลบ,3-4(3)-5/52ลบ,"=""10160000525527""",บริษัท อิโตแฮม เบทาโกร ฟู้ดส์ จำกัด,3,ลพบุรี,พัฒนานิคม,ช่องสาริกา,221 ม.1,14.772046,100.923095,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-6/50ปท,3-4(3)-6/50ปท,"=""10130000625502""",บริษัท แซตส์ ฟู้ด โซลูชั่นส์ (ไทยแลนด์) จำกัด,3,ปทุมธานี,คลองหลวง,คลองห้า,59 ม.11 ถ.เลียบคลองห้าฝั่งตะวันตก,14.12006,100.71019,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-7/25,3-4(3)-7/25,"=""10100000725255""",บริษัท แคพซูลโปรดักส์ จำกัด,3,กรุงเทพมหานคร,ประเวศ,ประเวศ,2 ซ.สุขาภิบาล 2 ซอย 13,13.704916666667,100.70725,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-7/57ลบ,3-4(3)-7/57ลบ,"=""10160000725572""",บริษัท เบทาโกร เอ็มเอฟ เดลี จำกัด,3,ลพบุรี,พัฒนานิคม,ช่องสาริกา,333 ม.5,14.811625,100.910258,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-8/47นฐ,3-4(3)-8/47นฐ,"=""10730000825471""",บริษัท บิ๊กบอล ฟู้ด จำกัด,3,นครปฐม,สามพราน,บ้านใหม่,99/9 ม.4,13.681733333333,100.2576,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-8/50ปจ,3-4(3)-8/50ปจ,"=""10250000825504""",บริษัท พรีม่าแฮม (ไทยแลนด์) จำกัด,3,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,392 ม.7,13.90317,101.5485,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-9/50ลบ,3-4(3)-9/50ลบ,"=""10160000925503""",บริษัท อายิโนะโมะโต๊ะ เบทาโกร โฟรเซ่นฟู้ดส์ (ประเทศไทย) จำกัด,3,ลพบุรี,พัฒนานิคม,ช่องสาริกา,218 ม.1,14.77563,100.92264,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(3)-9/63รย,3-4(3)-9/63รย,"=""10210123625637""",นายกิตติ สระสี่ร้อย,3,ระยอง,บ้านค่าย,หนองละลอก,โฉนดที่ดินเลขที่ 45557 ม.8,12.821,101.256,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(4)-1/31,3-4(4)-1/31,"=""10100100125315""",บริษัท ที.เจ.เอส.มาร์เก็ตติ้ง จำกัด,3,กรุงเทพมหานคร,สวนหลวง,สวนหลวง,152 ซ.พัฒนาการ 30 (บุปผา),13.735416666667,100.61853333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(5)-2/63ชพ,3-4(5)-2/63ชพ,"=""10860134425631""",บริษัท ดีแอนด์แซด คอนซัลแทนท์ จำกัด,3,ชุมพร,ท่าแซะ,สลุย,262 ม.7 ถ.เพชรเกษม,10.831984,99.215243,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(6)-1/42ปท,3-4(6)-1/42ปท,"=""10130000125420""",บริษัท อินเตอร์เนชั่นแนล ฟู้ด ซัพพลาย จำกัด,3,ปทุมธานี,คลองหลวง,คลองหนึ่ง,55/183 ม.13 ซ.นวนคร โครงการ 3 ถ.พหลโยธิน,14.121516666667,100.61201666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(6)-1/45นฐ,3-4(6)-1/45นฐ,"=""10730000125450""",บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,3,นครปฐม,สามพราน,ไร่ขิง,119 ม.9 ซ.- ถ.พุทธมณฑลสาย 5,13.72035,100.29875,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-4(7)-1/53นย,3-4(7)-1/53นย,"=""10260000125532""",บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),3,นครนายก,บ้านนา,ทองหลาง,199/1-3 ม.3 ถ.บ้านนา-บางอ้อ,14.223552,101.068716,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/32,3-40(1)-1/32,"=""10100500125329""",บริษัท อิงค์ ออน เปเปอร์ จำกัด,3,กรุงเทพมหานคร,บางคอแหลม,บางโคล่,209 ถ.แฉล้มนิมิตร,13.697883333333,100.51091666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/33สส,3-40(1)-1/33สส,"=""10750000125334""",บริษัท สมานทองพาณิชย์ จำกัด,3,สมุทรสงคราม,อัมพวา,แพรกหนามแดง,39/1 ม.6 ถ.พระรามที่ 2,13.3456,99.87656,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/34ชม,3-40(1)-1/34ชม,"=""10500000125341""",ร้านเสี่ยกาย,3,เชียงใหม่,เมืองเชียงใหม่,วัดเกต,140/6 ถ.บำรุงราษฎร์,18.79192,99.0087,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/34นฐ,3-40(1)-1/34นฐ,"=""10730900125345""",บริษัท ยู ซี เอ็นเตอร์ไพรส์ จำกัด,3,นครปฐม,สามพราน,ท่าตลาด,136 ม.2 ถ.พุทธมณฑลสาย 7,13.752983333333,100.22933333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/35สบ,3-40(1)-1/35สบ,"=""10190000125358""",บริษัท ส.อภิชาติอุตสาหกรรม จำกัด,3,สระบุรี,หนองแค,ห้วยทราย,1/7 ม.4 ถ.พหลโยธิน,14.43688,100.89681,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/37ปข,3-40(1)-1/37ปข,"=""10770000125373""",บริษัท ไฮ-โค้ท (ประเทศไทย) จำกัด,3,ประจวบคีรีขันธ์,หัวหิน,หนองแก,25 ถ.เพชรเกษม,12.53534,99.95956,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/38รย,3-40(1)-1/38รย,"=""10210100125387""",บริษัท เด่นใหญ่ จำกัด,3,ระยอง,ปลวกแดง,มาบยางพร,53 ม.2 ถ.ปลวกแดง-ศรีราชา,12.96865,101.162,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/39ปจ,3-40(1)-1/39ปจ,"=""10250600125396""",บริษัท อุตสาหกรรมไทยบรรจุภัณฑ์ จำกัด (มหาชน),3,ปราจีนบุรี,ศรีมหาโพธิ,หัวหว้า,252 ม.12 ถ.ทางหลวงสาย 304,13.80357,101.54569,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/41,3-40(1)-1/41,"=""10101000125413""",บริษัท ไทยวราพร เปเปอร์ จำกัด,3,กรุงเทพมหานคร,บางนา,บางนา,777/13 ซ.ลาซาล 24,13.65615,100.61581666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/43พบ,3-40(1)-1/43พบ,"=""10760000125432""",บริษัท เอ็น.เอส.เอฟ(ไทยแลนด์) จำกัด,3,เพชรบุรี,เขาย้อย,เขาย้อย,166 ม.1 ถ.เขาย้อย-จะโปร่ง,13.23959041466,99.800695180893,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/46ปจ,3-40(1)-1/46ปจ,"=""10250100125466""",บริษัท โอจิ เปเปอร์ (ไทยแลนด์) จำกัด,3,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,309 ม.10 ถ.ทางหลวง 3079,13.914,101.57533,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-1/47นบ,3-40(1)-1/47นบ,"=""10120100125479""",ห้างหุ้นส่วนจำกัด ไทยนาโต้แพคกิ้งเทป,3,นนทบุรี,ไทรน้อย,ขุนศรี,49 ม.3 ถ.ปทุม-บางเลน,14.005,100.287,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/22,3-40(1)-2/22,"=""10100400225229""",สุภาพอุตสาหกรรม,3,กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,136 ถ.สวนผัก,13.810598864649,100.45729538729,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/31,3-40(1)-2/31,"=""10100400225310""",บริษัท เอสแอนด์ดี อินดัสทรี้ จำกัด,3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,56 ซ.บางกระดี่ 16,13.619283333333,100.39533333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/35ปท,3-40(1)-2/35ปท,"=""10130000225352""",บริษัท ปทุม พี.เค.จำกัด,3,ปทุมธานี,สามโคก,บ้านปทุม,8/2 ม.6 ถ.วัดเสด็จศูนย์ศิลปาชีพ,14.0839,100.57048333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/37,3-40(1)-2/37,"=""10100300225378""",ไทยอุดมสิงห์ชัย,3,กรุงเทพมหานคร,บางบอน,บางบอน,290/1 ถ.เอกชัย,13.67415,100.42845,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/42,3-40(1)-2/42,"=""10100600225425""",บริษัท อาคเนย์อุตสาหกรรมบรรจุภัณฑ์ จำกัด,3,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,234/2 ถ.มาเจริญ,13.7009,100.33908333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/43พบ,3-40(1)-2/43พบ,"=""10760100225439""",บริษัท เพชรบุรีสติกเกอร์แอนด์เทป จำกัด,3,เพชรบุรี,เขาย้อย,ห้วยโรง,"โฉนดเลขที่ 12029,4605 ม.2 ถ.ห้วยโรง",13.3291388502,99.832441806793,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-2/44,3-40(1)-2/44,"=""10100700225440""",บริษัท โชคแสงทอง (1998) จำกัด,3,กรุงเทพมหานคร,บางแค,บางแค,41,13.688816666667,100.41465,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-3/29,3-40(1)-3/29,"=""10100200325294""",บริษัท ส.อภิชาติอุตสาหกรรม จำกัด,3,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,15/46 ม.7 ถ.เพชรเกษม,13.707283333333,100.36305,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-4/32,3-40(1)-4/32,"=""10100100425327""",บริษัท เอเซียคาร์บอนอินดัสทรี จำกัด,3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,415 ถ.แสมดำ,13.611033333333,100.38291666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-4/34,3-40(1)-4/34,"=""10100200425342""",ห้างหุ้นส่วนจำกัด โรงพิมพ์รวมช่าง,3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,1 ซ.เทียนทะเล 10 ถ.บางขุนเทียน-ชายทะเล,13.651333333333,100.4302,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-4/53นบ,3-40(1)-4/53นบ,"=""10120000425532""",บริษัท พี.ซี.ไอ.เปเปอร์ จำกัด,3,นนทบุรี,บางใหญ่,บางม่วง,49/5 ม.4 ถ.บางใหญ่-บางคูลัด,13.84597,100.39781,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-5/34,3-40(1)-5/34,"=""10100200525349""",บริษัท สยามเปเปอร์แมนูแฟคเจอริ่ง จำกัด,3,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,16/7 ถ.พุทธมณฑลสาย 4,13.724251,100.337832,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-5/64สพ,3-40(1)-5/64สพ,"=""10720428425640""",บริษัท คร๊าฟท์ คอนเทนเนอร์ (99) จำกัด,3,สุพรรณบุรี,บางปลาม้า,ตะค่า,9/5 ม.3,14.348,100.171,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(1)-6/38,3-40(1)-6/38,"=""10100200625388""",บริษัท ยูไทย คาร์ตอนส์ จำกัด,3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,159 ม.1 ถ.บางกระดี่,13.616433333333,100.40213333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/20,3-40(2)-1/20,"=""10100700125202""",ห้างหุ้นส่วนจำกัด ทองเทียนไทย,3,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,15 ซ.ประชาอุทิศ 21 (สุขใจ) ถ.ประชาอุทิศ,13.6611,100.50541666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/29,3-40(2)-1/29,"=""10100400125296""",บริษัท ไดโต้เคมีคัล จำกัด,3,กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,20/3 ม.14 ถ.บางกอกน้อย-นครชัยศรี,13.7823,100.4496,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/33นบ,3-40(2)-1/33นบ,"=""10120000125330""",บริษัท ฮวงฮั้ว จำกัด,3,นนทบุรี,ไทรน้อย,ขุนศรี,59/8 ม.2,14.023866666667,100.27915,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/34ชบ,3-40(2)-1/34ชบ,"=""10200100125347""",บริษัท เอ็มดีไอ โฮมโปรดักส์ อินดัสทรี้ จำกัด,3,ชลบุรี,พานทอง,พานทอง,26 ม.1,13.45367,101.08267,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/34ชพ,3-40(2)-1/34ชพ,"=""10860000125349""",เสริมมิตรค้าของเก่า,3,ชุมพร,เมืองชุมพร,วังไผ่,38/1 ม.1 ถ.ชุมพร-ระนอง,10.50181,99.15046,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/37,3-40(2)-1/37,"=""10100300125370""",บริษัท พรีซีสชั่น สลิตติ้ง เซ็นเตอร์ จำกัด,3,กรุงเทพมหานคร,ประเวศ,ดอกไม้,16 ซ.เฉลิมพระเกียรติ ร.9 ซอย 48 แยก 26,13.689961,100.688929,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/43,3-40(2)-1/43,"=""10101700125432""",บริษัท สยามคริสต์มาส จำกัด,3,กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,94 ม.14 ซ.กัลปพฤกษ์ 6 แยก 1 ถ.กัลปพฤกษ์,13.691233333333,100.42963333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/45นบ,3-40(2)-1/45นบ,"=""10120200125452""",พรภัค,3,นนทบุรี,ไทรน้อย,ขุนศรี,20/1 ม.2 ถ.ลาดหลุมแก้ว-บางเลน,14.023983333333,100.27981666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-1/56,3-40(2)-1/56,"=""10100200125561""",บริษัท สยามอิมพอร์ต มาร์เก็ตติ้ง จำกัด,3,กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,116/6 ซ.เทียนทะเล 24 ถ.บางขุนเทียน-ชายทะเล,13.614099520472,100.43813709571,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-2/22สป,3-40(2)-2/22สป,"=""10110200225220""",บริษัท กระดาษธนธาร จำกัด,3,สมุทรปราการ,เมืองสมุทรปราการ,เทพารักษ์,48 ม.3 ถ.เทพารักษ์,13.6367,100.61028333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-2/35,3-40(2)-2/35,"=""10100200225353""",บริษัท คอมพรินท์ ซัพพลาย จำกัด,3,กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,3,13.795533333333,100.45658333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-2/48นบ,3-40(2)-2/48นบ,"=""10120000225486""",บริษัท เมโทร ปาร์ติเกิล จำกัด,3,นนทบุรี,ไทรน้อย,ราษฎร์นิยม,99/9 ม.8 ถ.ฤชุพันธ์,14.116316666667,100.31068333333,gov,2026-08-23T20:12:04.483849+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-2/50อย,3-40(2)-2/50อย,"=""10140000225500""",บริษัท ดี.เอช.เอ.สยามวาลา จำกัด,3,พระนครศรีอยุธยา,อุทัย,คานหาม,สวนอุตสาหกรรมโรจนะ (เฟส2) ม.9,14.32858,100.65867,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-3/35,3-40(2)-3/35,"=""10100100325352""",บริษัท จับเซ้ง เปเปอร์ จำกัด,3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,35/17 ม.4 ซ.ศักดิ์มงคล ถ.บางกระดี่,13.620477,100.395807,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-3/51ปจ,3-40(2)-3/51ปจ,"=""10250000325513""",บริษัท ดั๊บเบิ้ล เอ (1991) จำกัด (มหาชน),3,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,1/2 ม.2,13.92212,101.57767,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-40(2)-4/51ปท,3-40(2)-4/51ปท,"=""10130000425515""",บริษัท นิน่าอุตสาหกรรม จำกัด,3,ปทุมธานี,คลองหลวง,คลองหนึ่ง,102/8 ม.20 ซ.นวนคร1 ถ.พหลโยธิน,14.1163,100.59851,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/13,3-41(1)-1/13,"=""10100400125130""",บริษัท หนังสือพิมพ์ตงฮั้ว จำกัด,3,กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,877-879 ถ.เจริญกรุง,13.733466666667,100.51456666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/24,3-41(1)-1/24,"=""10100600125245""",บริษัท โรงพิมพ์หยี่เฮง จำกัด,3,กรุงเทพมหานคร,คลองเตย,พระโขนง,3141 ถ.ริมทางรถไฟสายปากน้ำ,13.71235,100.57766666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/33ปท,3-41(1)-1/33ปท,"=""10130100125338""",บริษัท ยันฮีอุตสาหกิจ จำกัด,3,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,1 ซ.รังสิต-นครนายก 48 ถ.รังสิต-องครักษ์,13.98875,100.64698333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/35ฉช,3-41(1)-1/35ฉช,"=""10240300125358""",บริษัท ไทยนิสเซ่ ลามิเนชั่น จำกัด,3,ฉะเชิงเทรา,บางปะกง,หอมศีล,53 ม.1 ซ.วัดสุคันธาราม ถ.บางนา-ตราด (กม.36),13.56436,100.9208,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/37,3-41(1)-1/37,"=""10100400125379""",บริษัท จี.พี.ไซเบอร์พรินท์ จำกัด,3,กรุงเทพมหานคร,บางกะปิ,คลองจั่น,244 ซ.ลาดพร้าว 107 ถ.ลาดพร้าว,13.778317352938,100.63334756963,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/38,3-41(1)-1/38,"=""10100300125388""",บริษัท ปิยะวัฒน์การพิมพ์ (1992) จำกัด,3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,1/1 ซ.พระรามที่ 2 ซอย 98,13.617483333333,100.38366666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/38พบ,3-41(1)-1/38พบ,"=""10760000125382""",บริษัท แอมคอร์ เฟล็กซิเบิ้ล เพชรบุรี จำกัด,3,เพชรบุรี,เขาย้อย,หนองปรง,32 ม.1 ถ.เพชรเกษม,13.17865,99.83688,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/38สข,3-41(1)-1/38สข,"=""10900100125383""",บริษัท เอส.แพ็ค แอนด์ พริ้นท์ จำกัด (มหาชน),3,สงขลา,หาดใหญ่,ท่าข้าม,119 ม.1 ถ.กาญจนวนิช,7.07914,100.55191,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/40,3-41(1)-1/40,"=""10100800125409""",บริษัท ย่งเฮงวัฒนาการพิมพ์ จำกัด,3,กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,97 ซ.ประชาอุทิศ 75 ถ.ประชาอุทิศ,13.639062,100.50901,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-41(1)-1/40อย,3-41(1)-1/40อย,"=""10140600125407""",บริษัท บิซิเนส ซีทีเอส จำกัด,3,พระนครศรีอยุธยา,บางปะอิน,บ้านโพ,8/9 ม.1 ถ.อยุธยา-ปางปะอิน,14.272,100.588,centroid,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
