id,registration_display,fid,name,factory_type,province,district,sub_district,address_full,lat,lng,coord_source,last_seen_in_feed,absent_from_feed_as_of
2-9(6)-12/27นภ,2-9(6)-12/27นภ,"=""10390001225278""",รุ่งแสง,2,หนองบัวลำภู,นากลาง,กุดดินจี่,105 ม.9,17.3698671598277,102.274534137218,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-1/19นน,3-1-1/19นน,"=""10550000125197""",ห้างหุ้นส่วนสามัญ สถานีบ่มใบยาสบหนอง,3,น่าน,ท่าวังผา,ศรีภูมิ,189 ม.10 ถ.วรนคร,19.05604,100.77991,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-1/31พย,3-1-1/31พย,"=""10560000125311""",สถานีบ่มใบยาสันกลาง,3,พะเยา,ปง,งิม,92 ม.17,19.27523,100.36916,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-1/58พย,3-1-1/58พย,"=""10560000125584""",บริษัท บี เค เบสฟู้ดส์ จำกัด,3,พะเยา,จุน,ห้วยยางขาม,88/1 ม.7 ถ.พะเยา-เชียงคำ,19.3668713553959,100.14988774358,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-12/15ชร,3-1-12/15ชร,"=""10570001225150""",โรงบ่มใบยาศรีถ้อย,3,เชียงราย,แม่สรวย,ศรีถ้อย,ม.3 ถ.แม่สรวย-เวียงป่าเป้า,19.58512,99.4944,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-2/17ลป,3-1-2/17ลป,"=""10520000225172""",สถานีบ่มใบยาปานทอง,3,ลำปาง,เมืองปาน,แจ้ซ้อน,1 ม.9 ถ.บ้านช่องกอม,18.778241,99.524763,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-2/58พย,3-1-2/58พย,"=""10560000225582""",บริษัท เต๋อ เยวี๋ยน จำกัด,3,พะเยา,จุน,หงส์หิน,89 ม.6,19.4828982538776,100.096632248625,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-1-3/58พย,3-1-3/58พย,"=""10560000325580""",โรงบ่มพูนทรัพย์ธัญญกิจ,3,พะเยา,จุน,ห้วยยางขาม,โฉนดเลขที่ 16678 ม.7 ถ.พะเยา-เชียงคำ,19.3579112679472,100.14404207468,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-1/17นฐ,3-10(1)-1/17นฐ,"=""10730100125178""",บริษัท สามมิตรอุตสาหกรรมอาหาร จำกัด,3,นครปฐม,สามพราน,ท่าข้าม,13/8 ม.4 ถ.เพชรเกษม,13.722383333333,100.24698333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-1/27นฐ,3-10(1)-1/27นฐ,"=""10730100125277""",บริษัท สยามโภคภัณฑ์ จำกัด,3,นครปฐม,สามพราน,ไร่ขิง,23 ม.14 ถ.เพชรเกษม,13.713666666667,100.27593333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-1/29นศ,3-10(1)-1/29นศ,"=""10800100125294""",บริษัท ซิลเวอร์เบเกอรี่ แอนด์ฟู้ด จำกัด,3,นครศรีธรรมราช,เมืองนครศรีธรรมราช,คลัง,86/1 ถ.ปากนคร,8.44073,99.9725,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-1/46ปท,3-10(1)-1/46ปท,"=""10130000125461""",บริษัท ไทย ยามาซากิ จำกัด,3,ปทุมธานี,คลองหลวง,คลองหนึ่ง,"9/66, 9/150 ม.5 ถ.พหลโยธิน",14.037216,100.612236,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-1/51,3-10(1)-1/51,"=""10100000125514""",บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน),3,กรุงเทพมหานคร,บางกะปิ,คลองจั่น,9 ซ.โพธิ์แก้ว 3,13.80768,100.63113,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-1/63สก,3-10(1)-1/63สก,"=""10270072525634""",บริษัท ยูโรเปี้ยนฟู้ด จำกัด (มหาชน),3,สระแก้ว,วัฒนานคร,ผักขะ,145 ม.4,13.734546717359,102.38826850613,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-14/68อย,3-10(1)-14/68อย,"=""10140188825683""",บริษัท เดย์ พลัส (ไทยแลนด์) จำกัด,3,พระนครศรีอยุธยา,อุทัย,บ้านช้าง,โฉนดที่ดินเลขที่ 44226 ม.1,14.335308745921,100.678894668818,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-17/15,3-10(1)-17/15,"=""10100001725155""",บริษัท ลิตเติลโฮม เบเกอรี่ (1966) จำกัด,3,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,99 ถ.วรจักร,13.75045,100.50815,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-2/55,3-10(1)-2/55,"=""10100000225553""",บริษัท ขนมปังตรากิเลน จำกัด,3,กรุงเทพมหานคร,หนองแขม,หนองแขม,2 ซ.เลียบฝั่งเหนือ 1/3 (เพชรเกษม 69) ถ.เพชรเกษม,13.689911991489,100.37447085613,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-3/68ฉช,3-10(1)-3/68ฉช,"=""10240028625689""",บริษัท ยูโรเปี้ยนฟู้ด จำกัด (มหาชน),3,ฉะเชิงเทรา,บางปะกง,หอมศีล,75 ม.1 ถ.บางนา-ตราด,13.5693710051607,100.920934862136,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-4/48กจ,3-10(1)-4/48กจ,"=""10710000425480""",บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด,3,กาญจนบุรี,ท่าม่วง,วังขนาย,208-209 ม.3 ถ.แสงชูโตสายใหม่,13.97522,99.66433,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-4/52สส,3-10(1)-4/52สส,"=""10750000425528""",บริษัท บุญฟู้ดส์ จำกัด,3,สมุทรสงคราม,อัมพวา,แพรกหนามแดง,88 ม.6 ถ.พระรามที่ 2,13.347512235075,99.880539178848,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-5/55ปจ,3-10(1)-5/55ปจ,"=""10250000525559""",บริษัท ปารีส แบงคอก เบเกอรี่ จำกัด,3,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,527 ม.7,13.90546,101.5455,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-5/58,3-10(1)-5/58,"=""10100000525580""",เหรียญทองเบเกอรี่,3,กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,1/1 ม.14 ถ.ปิ่นเกล้า-นครชัยศรี,13.7891250236705,100.453153981333,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-7/48,3-10(1)-7/48,"=""10100000725487""",บริษัท อาหารยอดคุณ จำกัด,3,กรุงเทพมหานคร,มีนบุรี,มีนบุรี,7 ถ.นิมิตใหม่,13.823583333333,100.74071666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-9/22,3-10(1)-9/22,"=""10100000925228""",บริษัท สยามมีทโปรดักส์อุตสาหกรรม จำกัด,3,กรุงเทพมหานคร,วังทองหลาง,พลับพลา,60 ถ.ลาดพร้าว,13.780316666667,100.61118333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(1)-9/29,3-10(1)-9/29,"=""10100000925293""",บริษัท ยูไนเต็ดฟูดส์ จำกัด (มหาชน),3,กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,95 ถ.ท่าข้าม,13.65066,100.443747,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(2)-1/16,3-10(2)-1/16,"=""10100100125166""",บริษัท คาเธ่ย์ชอคโกแลตอินดัสตรีย์ จำกัด,3,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,265 ถ.สุขสวัสดิ์,13.669033333333,100.51305,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(2)-1/18นฐ,3-10(2)-1/18นฐ,"=""10730100125186""",บริษัท แหลมทองอุตสาหกรรมอาหาร จำกัด,3,นครปฐม,สามพราน,อ้อมใหญ่,42/2 ม.2 ถ.เพชรเกษม,13.707616666667,100.27186666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(2)-1/40รบ,3-10(2)-1/40รบ,"=""10700100125403""",บริษัท ไตรคูณ ฟู้ดส์ จำกัด,3,ราชบุรี,บ้านโป่ง,คุ้งพยอม,190 ม.3 ถ.เขางู-เบิกไพร,13.79166,99.83138,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(2)-1/54นฐ,3-10(2)-1/54นฐ,"=""10730000125542""",บริษัท เคพีฟู้ดส์ จำกัด,3,นครปฐม,นครชัยศรี,สัมปทวน,68/1 ม.5 ถ.นครชัยศรี-ห้วยพลู,13.840309745273,100.19736163068,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(2)-2/23,3-10(2)-2/23,"=""10100000225231""",ห้างหุ้นส่วนจำกัด โรงงานขนมปังฟูกุ,3,กรุงเทพมหานคร,บางบอน,คลองบางบอน,4 ถ.เอกชัย,13.672166666667,100.42488333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(2)-3/59ปท,3-10(2)-3/59ปท,"=""10130100325599""",บริษัท สยาม เอ็ม.ซี. จำกัด,3,ปทุมธานี,คลองหลวง,คลองหนึ่ง,8/88 ม.3,14.0282066607763,100.604467490783,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/13รบ,3-10(3)-1/13รบ,"=""10700000125131""",บริษัท ยูเนียนราชบุรี (1992) จำกัด,3,ราชบุรี,โพธาราม,คลองตาคต,60/1 ม.10 ถ.ทรงพล,13.68779,99.84093,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/16นฐ,3-10(3)-1/16นฐ,"=""10730000125161""",บริษัท โรงงานผลิตภัณฑ์อาหารไทย จำกัด,3,นครปฐม,สามพราน,อ้อมใหญ่,42/1 ม.2 ถ.เพชรเกษม,13.70865,100.27275,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/22จบ,3-10(3)-1/22จบ,"=""10220000125221""",ฮั่วฮะเซ่ง,3,จันทบุรี,ท่าใหม่,เขาบายศรี,63 ม.1 ถ.สุขุมวิท,12.66588,102.00861,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/24อท,3-10(3)-1/24อท,"=""10150000125246""",ไน้เจริญพานิช,3,อ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,63/1 ม.7,14.59961,100.35544,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/25ลป,3-10(3)-1/25ลป,"=""10520000125257""",ลูกชิ้นแม่เที่ยง ซุปเปอร์สโตร์,3,ลำปาง,เมืองลำปาง,ชมพู,366/1 ม.5 ซ.กาดเมฆ 1 ถ.ลำปาง-แม่ทะ,18.2558,99.48682,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/26พช,3-10(3)-1/26พช,"=""10670000125268""",เจริญการค้า,3,เพชรบูรณ์,หนองไผ่,ยางงาม,480 ม.2 ถ.สระบุรี-หล่มสัก,16.07873,101.06113,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/28นค,3-10(3)-1/28นค,"=""10430000125283""",มุ่ยเจริญ,3,หนองคาย,ท่าบ่อ,ท่าบ่อ,590 ม.4 ซ.สุขาภิบาล 10 ถ.เลียบวัด,17.85064,102.57524,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/28นฐ,3-10(3)-1/28นฐ,"=""10730100125285""",บริษัท ไทยวัฒนาไรซ์โพรดัคท์ จำกัด,3,นครปฐม,สามพราน,ยายชา,45 ม.1 ถ.เพชรเกษม,13.72775,100.24946666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/28พบ,3-10(3)-1/28พบ,"=""10760000125283""",เหรียญชัย,3,เพชรบุรี,เมืองเพชรบุรี,ท่าราบ,9 ซ.5 ถ.โพธิ์การ้อง,13.10465,99.95763,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/29กส,3-10(3)-1/29กส,"=""10460000125298""",ห้างหุ้นส่วนจำกัด สินทวีโภคภัณฑ์กาฬสินธุ์,3,กาฬสินธุ์,เมืองกาฬสินธุ์,ห้วยโพธิ์,115 ม.18 ถ.กาฬสินธุ์-กมลาไสย,16.38329,103.54528,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/29ชย,3-10(3)-1/29ชย,"=""10360100125299""",ศิริชวลิต,3,ชัยภูมิ,บำเหน็จณรงค์,บ้านเพชร,148/1-2 ม.10 ถ.คำปิง-ด่านขุนทด,15.43705,101.69065,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/29ยล,3-10(3)-1/29ยล,"=""10950000125298""",ค้าเจริญ,3,ยะลา,เมืองยะลา,สะเตง,27/8-9 ซ.นายจ๋วนฮุ้ยฮก ถ.อุตสาหกรรม,6.561307,101.286497,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/30พล,3-10(3)-1/30พล,"=""10650000125302""",โรงงานเรืองสิน,3,พิษณุโลก,เมืองพิษณุโลก,วัดจันทร์,153 ม.7 ถ.พิษณุโลก-บางระกำ,16.8078,100.23001,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/32ชร,3-10(3)-1/32ชร,"=""10570100125327""",ห้างหุ้นส่วนจำกัด เอส.เอ็ม.เวิลด์ กรุ๊ป,3,เชียงราย,เมืองเชียงราย,รอบเวียง,97 ม.19 ถ.พหลโยธิน,19.91494,99.85228,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/39ปจ,3-10(3)-1/39ปจ,"=""10250000125392""",บริษัท โชคชัยพิบูล จำกัด,3,ปราจีนบุรี,กบินทร์บุรี,นนทรี,255 ม.5,14.02667,101.70833,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/41พล,3-10(3)-1/41พล,"=""10650000125419""",วันชัย,3,พิษณุโลก,เมืองพิษณุโลก,ในเมือง,78/43 ถ.ศรีธรรมไตรปิฎก,16.80594,100.25987,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/42,3-10(3)-1/42,"=""10100000125423""",บริษัท อรภัทร ฟู้ด จำกัด,3,กรุงเทพมหานคร,จอมทอง,บางค้อ,41/24 ถ.ริมคลองบางสะแก,13.707833333333,100.47705,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/42อจ,3-10(3)-1/42อจ,"=""10370000125422""",ป.รุ่งเรือง,3,อำนาจเจริญ,เมืองอำนาจเจริญ,นายม,53 ม.3 ถ.อรุณประเสริฐ,15.85746,104.518177,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/43สพ,3-10(3)-1/43สพ,"=""10720000125436""",โรงงานก๋วยเตี๋ยวอนามัยสุพรรณบุรี,3,สุพรรณบุรี,เมืองสุพรรณบุรี,สนามคลี,263/4 ม.1,14.51526,100.0324,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/44รบ,3-10(3)-1/44รบ,"=""10700100125445""",บริษัท อีสเทิร์น พาสต้า เลกาซี่ (2021) จำกัด,3,ราชบุรี,บ้านโป่ง,คุ้งพยอม,1 ม.3 ถ.เขางู-เบิกไพร,13.79757,99.84615,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/44รย,3-10(3)-1/44รย,"=""10210000125446""",บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน),3,ระยอง,ปลวกแดง,มาบยางพร,43/244 ม.4 ถ.ห้วยปราบ-ปลวกแดง,13.028866666667,101.103,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/45นฐ,3-10(3)-1/45นฐ,"=""10730200125458""",บริษัท เมตตาอาหารเจ จำกัด,3,นครปฐม,เมืองนครปฐม,โพรงมะเดื่อ,162/3 ม.10,13.836533333333,99.981,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/46,3-10(3)-1/46,"=""10100200125462""",บริษัท ซั่งไห่ คูซีน จำกัด,3,กรุงเทพมหานคร,บางคอแหลม,บางโคล่,"931/2,932/3 ซ.สาธุประดิษฐ์ 20(วัดไผ่เงิน) ถ.สาธุประดิษฐ์",13.69865,100.52808333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-1/66ปท,3-10(3)-1/66ปท,"=""10130050625667""",บริษัท ไทยฮะจิบัง จำกัด,3,ปทุมธานี,คลองหลวง,คลองหนึ่ง,"โฉนดที่ดินเลขที่ 40529, 160036, 160037 ม.19",14.071842816999,100.610656655303,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-10/22,3-10(3)-10/22,"=""10100001025226""",โรงงานเส้นก๋วยเตี๋ยวอนามัย,3,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,26 ซ.สุขสวัสดิ์ 30 แยก 4 ถ.สุขสวัสดิ์,13.675,100.49388333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-10/63นฐ,3-10(3)-10/63นฐ,"=""10730175225630""",บริษัท เก้าใหม่ ไทยดิเซิร์ท จำกัด,3,นครปฐม,นครชัยศรี,แหลมบัว,89 ม.2,13.856933096099,100.14826669261,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-11/61นม,3-10(3)-11/61นม,"=""10300001125618""",บริษัท เอี่ยมสาคู จำกัด,3,นครราชสีมา,ปักธงชัย,งิ้ว,29 ม.11,14.6841589231278,102.000468590571,geocoded,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-12/52สค,3-10(3)-12/52สค,"=""10740001225522""",บริษัท สยามโกลบอลฟู้ด จำกัด,3,สมุทรสาคร,บ้านแพ้ว,หลักสาม,79/9 ม.7,13.57417,100.10257,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/14,3-10(3)-2/14,"=""10100000225140""",บริษัท บีบีไอ จำกัด,3,กรุงเทพมหานคร,คลองเตย,คลองตัน,6/1 ซ.นภาศัพท์แยก 3 ถ.สุขุมวิท,13.72175,100.57528333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/16อต,3-10(3)-2/16อต,"=""10530000225163""",บุญญะศาสต์,3,อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าอิฐ,22/6 ถ.อินใจมี,17.62812,100.10659,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/25จบ,3-10(3)-2/25จบ,"=""10220000225252""",อึ๊งฮะเซ้ง,3,จันทบุรี,ขลุง,เกวียนหัก,24/1 ม.9 ถ.สุขุมวิท,12.46596,102.21684,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/26ขก,3-10(3)-2/26ขก,"=""10400000225268""",ห้างหุ้นส่วนจำกัด ข้าวเกรียบกุ้ง เสรีพาณิชย์,3,ขอนแก่น,เมืองขอนแก่น,บ้านเป็ด,208 ม.9 ซ.บ้านคำไฮ ถ.มะลิวัลย์,16.44027,102.79916,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/26รบ,3-10(3)-2/26รบ,"=""10700000225261""",บริษัท ยูเนียนราชบุรี (1992) จำกัด,3,ราชบุรี,โพธาราม,ดอนกระเบื้อง,135 ม.1 ถ.เพชรเกษม,13.7494,99.9211,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/28ขก,3-10(3)-2/28ขก,"=""10400000225284""",โรงงานก๋วยเตี๋ยวสินทวี,3,ขอนแก่น,เมืองขอนแก่น,พระลับ,555 ม.9 ถ.ขอนแก่น-กาฬสินธุ์,16.4385,102.904,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/29อด,3-10(3)-2/29อด,"=""10410000225291""",ศรีอุดร,3,อุดรธานี,เมืองอุดรธานี,หมากแข้ง,75/9 ม.14 ซ.ประชาสันติ ถ.นิตโย,17.3845,102.80865,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/31พบ,3-10(3)-2/31พบ,"=""10760000225315""",,3,เพชรบุรี,ท่ายาง,ท่ายาง,387 ม.1,12.97401,99.89186,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/32ภก,3-10(3)-2/32ภก,"=""10830000225324""",ไทยอุตสาหกรรมอาหารเส้น,3,ภูเก็ต,เมืองภูเก็ต,รัษฎา,65/4 ม.5 ซ.พะเนียง ถ.เยาวราช,7.91464,98.37384,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/42ลป,3-10(3)-2/42ลป,"=""10520000225420""",บริษัท เฟเวอริท ฟู้ด อินดัสเทรียลจำกัด,3,ลำปาง,ห้างฉัตร,เวียงตาล,62 ม.10 ถ.ลำปาง-เชียงใหม่,18.35097,99.32317,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/45นฐ,3-10(3)-2/45นฐ,"=""10730100225457""",บริษัท เอฟ-พลัส จำกัด,3,นครปฐม,สามพราน,ตลาดจินดา,"58/3,99/8 ม.6 ถ.พระประโทน-บ้านแพ้ว",13.670066666667,100.08863333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/46นว,3-10(3)-2/46นว,"=""10600000225461""",บริษัท ไทยฮา จำกัด (มหาชน),3,นครสวรรค์,ตาคลี,ช่องแค,589 ม.1 ซ.- ถ.อินทร์บุรี-ตากฟ้า,15.15725,100.42623,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/59นค,3-10(3)-2/59นค,"=""10430000225596""",ท่าบ่อเส้นก๋วยเตี๋ยว ตรา 33 เอ,3,หนองคาย,ท่าบ่อ,บ้านว่าน,270 ม.2 ถ.ท่าบ่อ-บ้านผือ,17.749327,102.555395,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-2/61พล,3-10(3)-2/61พล,"=""10650000225615""",บริษัท หงษ์ทองคู่ จำกัด,3,พิษณุโลก,เมืองพิษณุโลก,ท่าทอง,456 ม.7 ถ.บ้านหนองหัวยาง,16.814916,100.185383,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/23รบ,3-10(3)-3/23รบ,"=""10700000325236""",ชัยฮง,3,ราชบุรี,บ้านโป่ง,บ้านโป่ง,269 ถ.ทรงพล,13.81679,99.87579,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/24ขก,3-10(3)-3/24ขก,"=""10400100325240""",ห้างหุ้นส่วนจำกัด ขอนแก่นเลี้ยงเซ้งอุตสาหกรรม,3,ขอนแก่น,เมืองขอนแก่น,เมืองเก่า,319 ม.3 ซ.บ้านกุดกว้าง ถ.มิตรภาพ,16.384336,102.812471,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/28นฐ,3-10(3)-3/28นฐ,"=""10730000325282""",บริษัท อุตสาหกรรมวุ้นเส้นไทย จำกัด,3,นครปฐม,ดอนตูม,ลำลูกบัว,4 ม.3 ถ.พลดำริห์,14.034516666667,100.11131666667,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/30นฐ,3-10(3)-3/30นฐ,"=""10730000325308""",บริษัท เส้นหมี่เหรียญไทย จำกัด,3,นครปฐม,สามพราน,อ้อมใหญ่,38 ม.6 ซ.วัดอ้อมใหญ่ ถ.เพชรเกษม,13.69445,100.26785,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/32ชร,3-10(3)-3/32ชร,"=""10570000325324""",โรงก๋วยเตี๋ยวอุณหพัฒนา,3,เชียงราย,แม่สาย,ห้วยไคร้,บ้านป่าบง ม.1,20.27129,99.85814,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/43นฐ,3-10(3)-3/43นฐ,"=""10730000325431""",บริษัท แฟชั่นฟู้ด จำกัด,3,นครปฐม,สามพราน,คลองใหม่,105/5 ม.6 ถ.เพชรเกษม,13.749383333333,100.20103333333,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/47รอ,3-10(3)-3/47รอ,"=""10450000325477""",ห้างหุ้นส่วนจำกัด สินทวีร้อยเอ็ด,3,ร้อยเอ็ด,เมืองร้อยเอ็ด,ขอนแก่น,146 ม.6 ถ.ร้อยเอ็ด-วาปีปทุม,16.006197,103.595715,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/49ชม,3-10(3)-3/49ชม,"=""10500000325495""",บริษัท กรีนเนเจอร์ เกรนส์ แอนด์ นู้ดเดิ้ล จำกัด,3,เชียงใหม่,หางดง,สบแม่ข่า,152 ม.3,18.68143,98.973,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
3-10(3)-3/51นฐ,3-10(3)-3/51นฐ,"=""10730000325514""",โรงงานก๋วยเตี๋ยว ธนพล,3,นครปฐม,กำแพงแสน,ดอนข่อย,81 ม.6 ถ.พลดำริห์,14.01755,100.02305,gov,2026-08-22T20:04:28.82868+00:00,2026-08-25T20:13:54.698924+00:00
